,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,madimba,-10.4,40.3333,82.85,60,52,11.56,TZ,1634890831
367,tabou,4.423,-7.3528,78.12,86,97,5.57,CI,1634890831
368,tampin,2.4701,102.2302,87.22,78,100,3.53,MY,1634890831
369,sao gabriel da cachoeira,-0.1303,-67.0892,69.85,98,98,2.15,BR,1634890832
370,baherden,38.4362,57.4316,61.34,25,4,12.55,TM,1634890832
371,pucallpa,-8.3791,-74.5539,72.73,86,32,1.05,PE,1634890833
372,mulege,26.8833,-111.9833,72.95,59,0,4.25,MX,1634890833
373,merauke,-8.4667,140.3333,83.48,74,85,13.6,ID,1634890834
374,kanniyakumari,8.0833,77.5667,83.5,72,30,10.07,IN,1634890834
375,khorixas,-20.3667,14.9667,73.78,16,11,5.12,NA,1634890834
376,casper,42.8666,-106.3131,52.5,67,1,5.01,US,1634890835
377,arbagar,51.9438,116.2805,39.0,71,14,4.81,RU,1634890835
378,unai,-16.3575,-46.9061,69.57,91,51,1.99,BR,1634890836
379,clyde,41.3042,-82.9752,52.11,86,100,11.41,US,1634890836
380,esperance,-33.8667,121.9,60.42,56,44,10.38,AU,1634890836
381,ust-maya,60.4167,134.5333,31.75,90,93,7.67,RU,1634890837
382,chara,56.9064,118.2631,36.5,78,100,1.57,RU,1634890837
383,chapada dos guimaraes,-15.4606,-55.7497,74.86,73,35,4.9,BR,1634890838
384,sorong,-0.8833,131.25,79.86,85,100,10.56,ID,1634890838
385,kibre mengist,5.8833,38.9833,74.82,43,61,8.08,ET,1634890839
386,rock sound,24.9,-76.2,81.23,73,100,16.24,BS,1634890839
387,monte santo,-10.4378,-39.3328,70.52,92,95,4.29,BR,1634890839
388,afyonkarahisar,38.75,30.6667,54.66,50,0,4.61,TR,1634890840
389,terrace,54.5163,-128.6035,43.43,100,75,4.61,CA,1634890840
390,markova,48.6758,24.4138,60.39,55,3,12.66,UA,1634890841
391,natal,-5.795,-35.2094,79.02,89,40,4.61,BR,1634890735
392,flinders,-34.5833,150.8552,69.21,75,1,6.26,AU,1634890841
393,huarmey,-10.0681,-78.1522,62.96,89,78,8.19,PE,1634890842
394,barao de melgaco,-16.1944,-55.9675,82.92,63,15,4.29,BR,1634890842
395,marsh harbour,26.5412,-77.0636,79.23,77,18,12.44,BS,1634890843
396,poum,-20.2333,164.0167,75.7,72,0,6.2,NC,1634890843
397,bagdarin,54.4333,113.6,38.3,64,18,2.73,RU,1634890843
398,malanje,-9.5402,16.341,71.98,88,75,5.75,AO,1634890844
399,nanortalik,60.1432,-45.2371,38.46,85,100,9.08,GL,1634890844
400,college,64.8569,-147.8028,24.75,82,20,4.61,US,1634890844
401,sitka,57.0531,-135.33,53.49,58,40,11.5,US,1634890845
402,port moresby,-9.4431,147.1797,81.82,78,40,11.5,PG,1634890845
403,ghauspur,28.1391,69.0831,93.09,23,0,7.67,PK,1634890846
404,evensk,61.95,159.2333,6.1,78,7,7.07,RU,1634890846
405,santa lucia,27.9117,-15.5407,64.11,82,75,17.27,ES,1634890847
406,urubicha,-15.3833,-62.95,75.18,75,44,2.95,BO,1634890847
407,sheridan,44.8333,-106.9173,51.98,67,1,3.44,US,1634890847
408,bahia blanca,-38.7196,-62.2724,52.5,79,92,5.93,AR,1634890848
409,kiama,-34.6833,150.8667,67.44,77,1,5.99,AU,1634890848
410,bocas del toro,9.3333,-82.25,78.08,84,52,6.11,PA,1634890849
411,anloga,5.7947,0.8973,81.45,80,92,9.46,GH,1634890849
412,beringovskiy,63.05,179.3167,18.37,93,100,16.06,RU,1634890850
413,sayyan,15.1718,44.3244,66.0,25,77,18.68,YE,1634890850
414,simpang,-1.2667,104.0833,86.34,67,97,4.23,ID,1634890850
415,zinder,13.8072,8.9881,89.56,48,5,3.44,NE,1634890851
416,kuching,1.55,110.3333,80.82,83,40,0.0,MY,1634890851
417,ulcinj,41.9294,19.2244,66.11,79,100,5.17,ME,1634890733
418,trinidad,-14.8333,-64.9,77.36,69,49,3.83,BO,1634890694
419,popondetta,-8.7537,148.2534,74.44,94,100,0.89,PG,1634890852
420,bogorodskoye,56.55,37.8833,51.8,65,13,16.28,RU,1634890852
421,marquette,46.5333,-87.6335,35.76,92,89,4.9,US,1634890853
422,puerto escondido,15.85,-97.0667,77.43,88,100,5.68,MX,1634890853
423,artsvanist,40.1544,45.5022,50.94,32,0,1.1,AM,1634890854
424,hualmay,-11.0964,-77.6139,61.68,89,56,8.52,PE,1634890854
425,turayf,31.6725,38.6637,75.45,31,0,20.71,SA,1634890854
426,vangaindrano,-23.35,47.6,74.16,67,94,7.29,MG,1634890855
427,vetluzhskiy,58.3902,45.4654,50.23,85,100,12.26,RU,1634890855
428,arlit,18.7369,7.3853,92.08,12,0,9.48,NE,1634890856
429,russell,32.3502,-85.1999,65.97,91,75,10.36,US,1634890857
430,salalah,17.0151,54.0924,84.29,54,0,11.5,OM,1634890857
431,kutahya,39.4242,29.9833,53.55,37,1,3.8,TR,1634890858
432,qarqin,37.4185,66.0436,58.37,18,0,15.97,AF,1634890858
433,vanimo,-2.6741,141.3028,80.71,80,96,3.42,PG,1634890858
434,mahibadhoo,3.7833,72.9667,82.18,70,9,9.06,MV,1634890859
435,nyurba,63.2842,118.3319,34.59,95,100,4.38,RU,1634890859
436,kloulklubed,7.0419,134.2556,84.7,70,20,9.42,PW,1634890860
437,qui nhon,13.7667,109.2333,82.89,77,83,15.23,VN,1634890860
438,hanyang,32.1371,105.5126,55.18,77,100,6.73,CN,1634890860
439,payakumbuh,-0.2202,100.6308,81.75,72,100,2.33,ID,1634890861
440,nelson bay,-32.7167,152.15,69.76,81,18,10.02,AU,1634890861
441,kalmunai,7.4167,81.8167,85.86,69,90,9.44,LK,1634890862
442,barda,40.3744,47.1267,61.88,46,0,2.35,AZ,1634890863
443,turukhansk,65.8167,87.9833,35.83,93,100,4.18,RU,1634890863
444,george,-33.963,22.4617,62.15,82,40,11.5,ZA,1634890863
445,lasa,46.6166,10.7002,49.69,77,36,2.26,IT,1634890864
446,acarau,-2.8856,-40.12,76.95,89,100,8.23,BR,1634890864
447,ilebo,-4.3167,20.5833,82.78,62,100,2.91,CD,1634890865
448,rantepao,-2.9701,119.8978,77.49,76,92,2.44,ID,1634890865
449,keetmanshoop,-26.5833,18.1333,61.72,31,0,8.7,NA,1634890866
450,valparaiso,-33.0393,-71.6273,53.24,93,90,4.61,CL,1634890866
451,monrovia,6.3005,-10.7969,76.77,81,100,2.42,LR,1634890866
452,damaturu,11.747,11.9608,87.67,48,5,6.91,NG,1634890867
453,nakambala,-15.8324,27.7799,86.36,31,6,7.16,ZM,1634890867
454,hokitika,-42.7167,170.9667,54.88,80,100,0.31,NZ,1634890868
455,derzhavinsk,51.1,66.3167,33.82,96,100,25.5,KZ,1634890868
456,beni mazar,28.4962,30.8029,74.79,52,0,14.34,EG,1634890868
457,patos de minas,-18.5789,-46.5181,63.72,88,0,2.01,BR,1634890869
458,constantine,36.365,6.6147,60.21,47,0,4.61,DZ,1634890741
459,buala,-8.145,159.5921,81.32,79,100,5.93,SB,1634890870
460,cayenne,4.9333,-52.3333,80.1,88,20,1.99,GF,1634890870
461,celestun,20.8667,-90.4,75.54,86,99,6.2,MX,1634890871
462,tuatapere,-46.1333,167.6833,48.49,86,62,0.34,NZ,1634890871
463,kalashnikovo,57.2824,35.2262,45.14,74,57,15.77,RU,1634890871
464,majene,-3.5403,118.9707,86.13,65,84,6.91,ID,1634890872
465,grand-santi,4.25,-54.3833,71.15,100,100,2.06,GF,1634890872
466,high rock,26.6208,-78.2833,75.22,77,21,11.21,BS,1634890873
467,constitucion,-35.3333,-72.4167,48.81,80,1,8.37,CL,1634890578
468,batticaloa,7.7102,81.6924,85.51,69,65,11.03,LK,1634890873
469,atar,20.5169,-13.0499,74.8,16,83,6.6,MR,1634890874
470,basar,27.9833,94.6667,80.06,48,3,3.51,IN,1634890874
471,ornskoldsvik,63.2909,18.7153,35.42,100,90,12.66,SE,1634890874
472,black river,18.0264,-77.8487,75.97,84,20,4.0,JM,1634890875
473,hobyo,5.3505,48.5268,82.98,65,28,10.04,SO,1634890875
474,aykhal,66.0,111.5,30.43,97,100,8.95,RU,1634890876
475,charlestown,-32.95,151.6667,68.83,81,0,1.01,AU,1634890876
476,lohardaga,23.4333,84.6833,84.06,41,0,8.86,IN,1634890876
477,saint-denis,48.9167,2.3333,47.08,88,0,3.44,FR,1634890877
478,jalingo,8.8833,11.3667,84.52,62,94,2.66,NG,1634890877
479,biak,-0.9131,122.8766,80.33,77,100,4.56,ID,1634890878
480,nouadhibou,20.931,-17.0347,69.78,78,5,11.5,MR,1634890878
481,mapiri,-15.25,-68.1667,70.2,84,63,1.59,BO,1634890878
482,troitsko-pechorsk,62.7084,56.1964,35.19,95,100,6.04,RU,1634890879
483,sulecin,52.4443,15.1168,48.07,68,98,17.52,PL,1634890880
484,ndende,-2.4008,11.3581,80.49,96,100,0.54,GA,1634890880
485,srivardhan,18.0333,73.0167,86.38,48,8,6.38,IN,1634890881
486,sokoni,-6.4333,39.55,79.88,66,52,9.78,TZ,1634890881
487,bandarbeyla,9.4942,50.8122,84.36,55,6,9.75,SO,1634890881
488,brandfort,-28.7001,26.4597,62.01,50,98,26.6,ZA,1634890882
489,beyneu,45.3167,55.2,57.9,45,26,15.55,KZ,1634890882
490,lagos,6.5833,3.75,82.72,77,93,2.15,NG,1634890883
491,gongzhuling,43.5008,124.8198,53.11,40,0,6.22,CN,1634890883
492,camabatela,-8.1881,15.375,65.75,94,100,2.39,AO,1634890883
493,palana,59.1167,159.9667,21.76,86,100,6.22,RU,1634890884
494,iwata,34.7,137.85,64.02,69,100,1.99,JP,1634890884
495,basoko,1.2391,23.616,73.47,90,100,2.95,CD,1634890885
496,husavik,66.0449,-17.3389,26.51,80,100,14.14,IS,1634890885
497,baykit,61.67,96.37,41.49,77,93,3.49,RU,1634890885
498,mahaplag,10.5788,124.9753,78.06,88,100,3.36,PH,1634890886
499,hasaki,35.7333,140.8333,54.28,86,100,22.03,JP,1634890886
500,xai-xai,-25.0519,33.6442,83.82,41,100,11.56,MZ,1634890887
501,ust-koksa,50.2696,85.6108,50.59,52,100,5.26,RU,1634890887
502,hamilton,39.1834,-84.5333,52.39,88,90,0.0,US,1634890888
503,bull savanna,17.8868,-77.5902,75.9,86,50,7.56,JM,1634890888
504,santa cruz,-17.8,-63.1667,76.46,78,20,4.61,BO,1634890888
505,broome,42.2506,-75.833,56.77,78,75,4.0,US,1634890889
506,fuerte olimpo,-21.0415,-57.8738,70.38,63,3,4.14,PY,1634890889
507,emerald,-23.5333,148.1667,86.14,26,75,21.85,AU,1634890890
508,marabba,12.35,32.1833,94.03,31,89,2.39,SD,1634890890
509,pierre,44.3683,-100.351,43.86,79,20,1.99,US,1634890480
510,los llanos de aridane,28.6585,-17.9182,69.55,72,40,1.99,ES,1634890891
511,pachperwa,27.5167,82.65,83.75,54,10,5.79,IN,1634890891
512,baran,25.1,76.5167,86.2,39,0,5.99,IN,1634890892
513,vardo,70.3705,31.1107,30.4,61,100,23.55,NO,1634890839
514,olinda,-8.0089,-34.8553,80.33,74,40,5.75,BR,1634890892
515,jacareacanga,-6.2222,-57.7528,71.78,98,100,1.59,BR,1634890893
516,yulin,22.6333,110.15,58.48,81,100,8.28,CN,1634890779
517,oktyabrskiy,54.4815,53.471,52.29,76,100,18.45,RU,1634890893
518,seoul,37.5683,126.9778,60.37,36,0,9.22,KR,1634890894
519,moravska trebova,49.7579,16.6643,51.73,70,0,4.0,CZ,1634890894
520,quang ngai,15.1167,108.8,81.05,83,54,10.74,VN,1634890895
521,middlebury,44.0153,-73.1673,59.43,95,100,1.99,US,1634890895
522,shetpe,44.1667,52.1167,60.84,57,6,23.78,KZ,1634890896
523,ponnani,10.767,75.9252,90.72,77,71,8.34,IN,1634890896
524,marsa matruh,31.3525,27.2453,70.0,60,40,9.22,EG,1634890896
525,sinnamary,5.3833,-52.95,78.85,85,100,8.86,GF,1634890897
526,angoche,-16.2325,39.9086,81.46,48,28,8.57,MZ,1634890897
527,porosozero,62.7191,32.727,40.37,97,100,11.48,RU,1634890815
528,lorengau,-2.0226,147.2712,80.67,73,100,7.52,PG,1634890898
529,maldonado,-34.6667,-54.9167,57.22,90,37,6.22,UY,1634890898
530,astrea,9.4983,-73.9759,71.62,98,37,0.89,CO,1634890899
531,hatillo,18.4863,-66.8254,79.9,92,14,6.67,PR,1634890899
532,camajuani,22.4833,-79.75,75.34,100,90,0.0,CU,1634890899
533,puro,12.4841,123.3827,85.62,70,100,11.56,PH,1634890900
534,egvekinot,66.3167,-179.1667,9.75,93,71,6.82,RU,1634890900
535,san cristobal,7.7669,-72.225,64.27,98,34,2.17,VE,1634890901
536,zirgan,53.2222,55.9185,50.0,80,100,15.19,RU,1634890901
537,tres arroyos,-38.3739,-60.2798,50.0,98,100,4.25,AR,1634890901
538,collie,-33.3667,116.15,64.98,45,6,9.08,AU,1634890902
539,rampur,28.8167,79.0333,83.73,37,0,5.86,IN,1634890902
540,caruray,10.3094,119.0128,84.09,77,88,3.11,PH,1634890903
541,zhicheng,30.2956,111.5047,66.69,43,65,5.39,CN,1634890903
542,fasa,28.9383,53.6482,78.04,14,0,4.61,IR,1634890903
543,axim,4.8699,-2.2405,80.71,78,100,6.17,GH,1634890904
544,hungen,50.4737,8.8933,45.28,90,5,8.99,DE,1634890904
545,saint-raymond,45.467,-73.6095,59.09,96,90,3.44,CA,1634890905
546,floro,61.5996,5.0328,46.36,71,40,24.16,NO,1634890905
547,aketi,2.7388,23.7833,81.41,61,64,3.29,CD,1634890905
548,isla mujeres,21.2311,-86.731,73.45,77,71,6.33,MX,1634890906
549,tokmak,47.2514,35.7058,62.46,61,0,15.66,UA,1634890906
550,yaan,7.3833,8.5667,73.63,94,100,3.87,NG,1634890907
551,pundaguitan,6.3711,126.1689,83.91,68,100,6.49,PH,1634890907
552,santa catarina de tepehuanes,25.35,-105.7333,55.11,91,1,1.95,MX,1634890907
